,Tweet Posted Time (UTC),Tweet Content,Tweet Location
0,2020-04-06,a given theme...... Theme:-Humanity's fight against #Coronavirus... Last Date of application:- 11th April 2020.... Form link:- http://bit.ly/vidyavihartimes #VidyaViharTimes #Digitaledition #VVRS #Purnea #Creative_at_HomeEdition,Bihar
1,2020-04-06,Be careful now we have to do avoid social distancing from animals also! first corona virus case has been came in a tiger in USA zoo. ,Bihar
2,2020-04-06,The #Coronavirus is an opportunity for India to unite as one people  putting aside differences of religion  caste &amp; class; to forge one common purpose: the defeat of this deadly virus. Compassion  empathy&amp; self sacrifice are central to this idea. Together we will win this battle. ,Bihar
3,2020-04-06,#Greatindian #Greatpeople #greatsolution #modijikanuska No vaccine  No medicine Only cry go go #corona @INCIndia @skshailendra31 @JamuiNavneet @covid19 #Throwback @WHO,Bihar
4,2020-04-06,I don't know what can destroy #COVID19 but I know that explosion of cracker  burning Deep flash light  wax and running on rod with fire can't do #jh***tt of #Covid_19 @skshailendra31 @JamuiNavneet,Bihar
5,2020-04-06,Inspiration for all indians https://zeenews.india.com/hindi/entertainment/bollywood/amitabh-bachchan-will-provide-ration-for-one-lakh-daily-wage-laborers/663995 @SrBachchan @narendramodi #RealHeroes #IndiaFightsCorona,Chhattisgarh
6,2020-04-06,#NYTimes How Coronavirus Attacks the Body? ,Goa
7,2020-04-06,How the coronavirus attacks the body ,Goa
8,2020-04-06,#BorisJohnson moved to intensive care as #coronavirus symptoms worsen ,Goa
9,2020-04-06,This is a slogan after independence #india #Covid19India #goa this way coronavirus will capture our country India soon ,Goa
10,2020-04-06,What you have done against corona virus ?do you have any responsibility as a indian citizen ? it's ridiculous what you think this http://way.you permoting tablighi jamat .,Goa
11,2020-04-06,Dear god please put the end of corona virus. – at Orion Hotel Porvorim,Goa
12,2020-04-06,Also they are looting people in the name of Corona. No fear  if Die of Covid19 what's the use doing money by charging people more? Secondly who can tell if this Vegetables and Fruits are safe for consumption. @sidkuks @DrPramodPSawant @ReginaldoGoa @spunaji @Kishor5776,Goa
13,2020-04-06,Thank you Goa Police for constantly protecting us & literally working round the clock for our safety. We all are with you in this fight against COVID19 and shall follow all the necessary directives to make your work easier. Thank you for being our Superheros! #Respect #superhero – at Margao Police Station,Goa
14,2020-04-06,RDXGOA Update: In A Meeting Today It was decided that All President  Vice President  Governors  Prime Minister  MPs will give 30% Share Of Their Salary For 12 Months Towards COVID19 Service. The ordinance will be signed by President.,Goa
15,2020-04-06,This crisis is made to look like some match rather than underestimating the problem and getting emotional we need to protect our doctors who then will protect the lives of the patients get more ventilators food for the poor every death from Covid19 is devastating so save lives,Goa
16,2020-04-06,I believe Clapping & lighting light is symbol of #unity ... It's symbol that yes!! we trust our leaders..... Yes we ready to follow them United &amp; allow them to lead us in Darkest time...... We stand united....... #IndiaFightsCorona @narendramodi,Goa
17,2020-04-06,ICMR to get about 7 lakh rapid antibody testing kits by April 8. These will help in conducting #COVID19 tests in hotspot areas where large no.of cases are being seen. ICMR will get delivery in a phased manner. It's expected that they'll get 5 lakh kits in 1st phase. Orders placed,Gujarat
18,2020-04-06,Everyone is united in the fight against #coronavirus &amp; everyone should listen to their government's instructions &amp; stay at home #IDSDP2020 #COVID19 #CautionYesPanicNo @iocmedia @ISSF_Shooting @RaninderSingh @OfficialNRAI,Haryana
19,2020-04-06,Make compulsory for all employees/politicians/citizens who getting benefits from Gov't sectors for Corona virus. Kindly create worshipful records for welfare of poor people. Jai hind,Haryana
20,2020-04-06,Everyone is united in the fight against #coronavirus &amp; everyone should listen to their government's instructions &amp; stay at home #IDSDP2020 #COVID19 #CautionYesPanicNo @iocmedia @ISSF_Shooting @RaninderSingh @OfficialNRAI,Haryana
21,2020-04-06,I just did my part in the war against coronavirus. Join me  in supporting those who need a helping hand at this critical hour. ,Jharkhand
