,Tweet Posted Time (UTC),Tweet Content,Tweet Location
0,2020-03-30,#BREAKING 6 people from Telangana who attended congregation in Delhi's #Nizamuddin die due to #coronavirus: Telangana govt #CoronaJihad #TablighiJamat,Bihar
1,2020-03-30,Ken Shimura Death: Japanese comedian Ken Shimura dies from coronavirus | World News - Times of India ,Bihar
2,2020-03-30,Coronavirus (COVID-19) map Would ,Bihar
3,2020-03-30,#Covid19 #WorkFromHome #StudyAtHome #LearningNeverStops Our Mentors are working from home ... Our Students are studying at home ... Coronavirus can force a Lockdown . But  It cannot stop the teaching - learning process It cannot stop our pursuit of excellence .. #VVRSPurnea,Bihar
4,2020-03-30,Amidst human tragedy resuting from the Coronavirus pandemic sanctions imposed by an authoritarian regime prove worse than a war . ,Bihar
5,2020-03-30,29 dead so far due to Corona virus in India. 22 workers die in India due to apathy and negligence. Either ways  its lives we intend to save. Pls break this deafening silence. Its now or never #WorkersLivesMatter #StrandedAndDying #TakeMeHome @krantikari_yuva,Bihar
6,2020-03-30,@PiyushGoyal Hlo Sir Gd Evening Sir Myself Ravi Ranjan I want to say that U sir My Ticket Has Been Book For The Bhopal Madhya pradesh6April 2020 Due To Corona Virus My Ticket Has Been CancelBut My Money Has Not Be Created on my A/C Sir I Request to you Sir That Give Me Quickly ,Bihar
7,2020-03-30,@IRCTCofficial Sir Gd Evening My Self Ravi Ranjan I want to say u that My Ticket Has Been Book For The Bhopal Madhya Pradesh On 6 April  Due Corona Virus It Is Cancel Now  But My Money 490 Rs Has Not Send My A/C .I Lso Request to you That Give Me My Money Sir Quickly.Thnks ,Bihar
8,2020-03-30,This Coronavirus  which has not been brought out by foreign Indians  we used to keep eating and drinking peacefully in our home. Since then  the fire of rain has started in our country.,Bihar
9,2020-03-30,I just did my part in the war against coronavirus. Join me  in supporting those who need a helping hand at this critical hour. ,Bihar
10,2020-03-30,Dear @narendramodi I am a student  A little donation for our great country to fight corona virus from my pocket money #PMCARES #IndiaFightsCornona #PMCaresFund #PMOfIndia,Bihar
11,2020-03-30,With its densely packed cities and underfunded medical system  India has little margin for error when it comes to the coronavirus. ,Bihar
12,2020-03-30,देश भक्ति का टाइम आ गया है जीतना हो सके आप से Donate for pm cares fund Corona virus Covid 19 Please donated for pm cares fund ,Bihar
13,2020-03-30,I request all of you to stay at home and not come out of the house. because you will stay safe at home #stayhomesavelife #coronavirus @NitishKumar @RugbyIndia @asiarugby @KirenRijiju @neerajkumarmlc @RahulBose1,Bihar
14,2020-03-30,Small contribution to pm cares fund.sri @narendramodi ji @GautamGambhir sir @HHFCINDIA .Hope this small small contribution make to set a better platform to fight against the Corona virus. #CORONATIME,Bihar
15,2020-03-30,I just did my part in the war against coronavirus. Join me  in supporting those who need a helping hand at this critical hour. ,Bihar
16,2020-03-30,This #TablighiJamat gathering may turn out to be the biggest contributor to #COVID19 in Delhi. #CoronaJihad,Bihar
17,2020-03-30,"When an Infosys employee called for ""Corona Jihad""  we took it lightly. BUT NOW: Over 200 people in #Nizamuddin  Delhi are showing symptoms of #COVID19. Most cases trace back to a gathering at a Mosque ~500 people frm around India attended the ""event"" &amp; many travelled back home",Bihar
18,2020-03-30,#Covid19 #WorkFromHome #StudyAtHome #LearningNeverStops Our Mentors are working from home ... Our Students are studying at home ... Coronavirus can force a Lockdown . But  It cannot stop the teaching - learning process It cannot stop our pursuit of excellence .. #VVRSPurnea,Bihar
19,2020-03-30,Government of India has made #IsolationCoach in the running train and that train is named Jeevanrekha Express train  wholehearted gratitude to the Government of India for this beautiful work #Covid19 #JeevanRekhaExp #indianrailway,Bihar
20,2020-03-30,#COVID19_Against_FightIndia #StayHomeStaySafe #Isolation ward organized by #MukhiyaPandaulBuzurgSitamarhi @IPRD_Bihar @BiharHealthDept @NitishKumar @yadavtejashwi @KashishBihar @sunilkrpintu,Bihar
21,2020-03-30,Hopefully covid19 will teach us clean habits n finally help us realise a swacch Bharat https://twitter.com/rajeev_mp/status/1244463527516975104,Bihar
22,2020-03-30,Situation in india is still undee control....Please don't panic. Stay at home... It's a only way you can serve yourself  others  nation and entire world..Let's the experts do their job... Pls avoid stepping outside... Remain calm  we shall definitely win this battle.. #COVID19,Bihar
23,2020-03-30,My small contribution towards the Nation. Donate according to your ability. #PMCARES @narendramodi We will defeat #COVID19 #StayHomeSaveLives,Bihar
24,2020-03-30,This article was published by Australian Govt.. look at bottom of publication ... How disgusting some people are ....Using COVID19 for political gain....There in Australia no Modi Govt at all.. @narendramodi @NitishKumar,Bihar
25,2020-03-30,Deeply depressing news..... hopefully we came out of this situation very soon. #IndiaFightsCorona ,Bihar
26,2020-03-30,I am poor family.. My father is a small farmer and I'm Student of http://B.sc 3 (Physics) My small donation.. @narendramodi ji..#PMCaresFunds .. Dhanyavad #PMCARES #IndiaFightsCorona ,Bihar
27,2020-03-30,Great initiative Sir @Somesh_IAS #IndiaFightsCorona ,Bihar
28,2020-03-30,Deep....! #IndiaFightsCorona #StayHomeStaySafe #SaluteToAllFrontliners,Bihar
29,2020-03-30,#Who wants to spread the #ChineseVirus that is Y they are making such foolish requests #21daylockdown #Covid_19india #COVID19 #Covid_19 #CoronaOutbreak #Covid19inSA #Italia #IndiaFightsCOVID19,Chhattisgarh
30,2020-03-30,Dear @SEswaraReddy   Recovery of #COVID19 +ve cases is slow which chances of deaths. So 2 boost d pace of #Covid_19 recovery we need 2 test above intervention along with available standard treatment via AIIMS &amp; disseminate same2 public ASAP inorder 2 end #ChineseVirus pandemic.,Chhattisgarh
31,2020-03-30,Dear Team  @narendramodi @MoHFW_INDIA @ICMRDELHI @CDSCO_INDIA_INF @CDCgov @US_FDA @EMA_News #COVID19 #Covid_19 #Covid19inSA Treatment: Use of hot liquid(&gt;65°c) for gargling(betadine sol.)  Drinking (Tea/Coffee/water/Milk+pinch of turmeric)  Medicated hot Steam Vapor Inhalation.,Chhattisgarh
32,2020-03-30,Respect #SocialDistancing #Covid19 #Coronavirus #CGLockDown #coronawarriors #StayHomeStaySafe #StayHomeSaveLives #21daylockdown #StayHomeIndia,Chhattisgarh
33,2020-03-30,#rbi #sbi informed that name of State Bank of India is not available in the list of banks for making net banking payment towards the donating funds for covid19. SBI is the largest bank and it should be available there.Please look into the same and incorporate SBI at the earliest,Chhattisgarh
34,2020-03-30,Include gargling too in this. Which is very important Preventive measure at early stages. People can use Betadine/salt/turmeric etc hot solution 4 the purpose. Kindly disseminate to public. #Covid19India #COVID19 #Covid_19 #CoronavirusLockdown #Coronavirustruth #CoronaOutbreak,Chhattisgarh
35,2020-03-30,Keep ur challenges with u only cause some puppets had already given a world class challenge to every nation by hiding n delaying facts & figures.. falsification  fabrication  misconduct. #Covid_19 #COVID19 #Quarantine #StayHomeStaySafe #stage3 #IndiaFightsCornona #ChineseVirus,Chhattisgarh
36,2020-03-30,Come one come all join the #IndiaFightsCorona #COVID19 #Chhattisgarh @RaipurBuzz @chandanrai87 @NytRaj,Chhattisgarh
37,2020-03-30,It is important to work  but it is important to protect yourself so that you can work continuously for people.#besafe #beawarebehealthy #IndiaFightsCorona #IndiaVsCorona #raipur,Chhattisgarh
38,2020-03-30,Maulana of Markaz  #Nizamuddin should be booked under anti national activities. Enough is enough. #IndiaFightsCorona ,Chhattisgarh
39,2020-03-30,Cook and spread fake numbers and news about USA only.... Here in India we have our own so many fake news factories. 74 million =1/6th India??? Stupid #IndiaFightsCorona #Lockdown21,Chhattisgarh
40,2020-03-30,Come one come all join the #IndiaFightsCorona #COVID19 #Chhattisgarh @RaipurBuzz @chandanrai87 @NytRaj,Chhattisgarh
41,2020-03-30,Fraud bank corona virus is perfect for you all,Goa
42,2020-03-30,There r 790 Lok & Raj Shaba MP plus 4910MLA Across country if every member gives 5lakhs we will have 245.5crores for Corona virus . Why every times middle class is been targeted to help why not this time this public representative come forward them self do the needful .. ,Goa
43,2020-03-30,Donald Trump extends coronavirus lockdown  says peak US death rate likely in 2 weeks https://www.indiatoday.in/world/story/donald-trump-extends-coronavirus-lockdown-says-peak-us-death-rate-likely-in-2-weeks-1661144-2020-03-30?utm_source=it_sticky_footer via @indiatoday,Goa
44,2020-03-30,Wish the coronavirus would turn people Into zombies instead of killing them.,Goa
45,2020-03-30,We can't just stop pharmaceutical companies. They are much like essential services for patients that need regular medicines. People are not only being affected by #COVID19. Off course proper care and guidelines needs to be set for the safety of employees and others.,Goa
46,2020-03-30,Reality check #Covid #Covid19 #COVID19outbreak #COVID2019,Goa
47,2020-03-30,Flattening the Curve ___ #Yoga #PeaceOfBlueYoga #YogaCommunity #YogaMotivation #YogaInspiration #InstaYoga #EverywhereYoga #YogaGoals #peaceofblueyoga #covid19 @Peace Of Blue Yoga https://www.instagram.com/p/B-V09VdDcZ0/?igshid=r0rvzbvc319j,Goa
48,2020-03-30,Every donation counts right!!✓ Done from my side. @PMOIndia @narendramodi @DrPramodPSawant #IndiaFightsCorona #GoaFightsCOVID19 #DonateKaroNaIndia,Goa
49,2020-03-30,I don't understand why the health department can't contact the people themselves.. Also  wasn't there a mandatory institutional quarantine after the 18th?#Goa #GoaFightsCOVID19 #goacovidcrisis #IndiaFightsCorona #IndiaVsCorona #StopTheSpread,Goa
50,2020-03-30,#lockdown practice #yoga at #Ashram in #Ahmedabad . what your #fitnessjourney in #Lockdown21 ? #YogaGuruDheeraj #coronavirus #legswideopen,Gujarat
51,2020-03-30,What is #COVIDー19 #IndiaFightCrona COVID19 C - Chinese O - Originated V - Virus I - In D - December 19 - 2019 #prayforitalia #prayforspain #prayforAmerica #PrayersForCoronaFreeWorld #PrayTogether #PrayForTheWorld #ChineseVirus19,Gujarat
52,2020-03-30,@narendramodi @CMO_Odisha Respected Sirs I did a bit on my part to do something for my country at this critical time. We will win for sure. God bless us all. Please stay at home  the only medicine for Covid19 #COVID2019india #fightagainstcorona,Gujarat
53,2020-03-30,#Benefits_Of_Satsang True sant satsang gives us true knowledge that god have power to ends all diseases like corona virus . Must watch sant rampal ji satsang on sadhna at 7:30 p.m. ,Haryana
54,2020-03-30,#Benefits_Of_Satsang BY LISTENING SATSANG OF COMPLETE SAINT   AND TAKING INITIATION FROM TRUE SAINT ( WHO IS NOT OTHER THEN SAINT RAMPAL JI MAHARAJ) .. CAN GET RID OFF FSTAL DISEASES LIKE CANCER AND CORONAVIRUS.. FOR MORE INFORMATION WATCH SADHNA NATIONAL AT 7: 30 PM ,Haryana
55,2020-03-30,First death of an infant younger than one year was reported in US last night due to Coronavirus – at Sector 6  Karnal,Haryana
56,2020-03-30, Not making the excuse of Covid19  making the client's module.@airtelindia send me all uses internet date report,Jharkhand
57,2020-03-30,Only the poor people are facing more problems in lockdown #COIVD19 #IndiaFightsCorona ,Jharkhand
58,2020-03-30,corona virus related cases increasing about 100 cases per day. In China they needed to fight only with the corona but here we are fighting with our own people to save their life from corona. illiteracy  nonsenseness   politics  all things making it difficult to fight with corona.,Manipur
59,2020-03-30,Great Job #EssentialWorker #CoronavirusOutbreakindia #IndiaFightsCorona #IndiaVsCorona,Meghalaya
60,2020-03-30,Coronavirus: Are women and children less affected? ,Punjab
61,2020-03-30,Strain of coronavirus prevalent in Pakistan different from Chinese one: Dr Atta ,Punjab
62,2020-03-30,It is through enjoyable stuff of #Coronavirus era. His thoughts just slipped out of his mouth. Lol,Punjab
63,2020-03-30,Should the State (legislature & executive) be a silent spectator of tussle between the judicial organs and put all the blame of inevitable spread of #coronavirus in prisons on judiciary or is it the duty of the State to act irrespective of judicial intervention in this issue 2/,Punjab
64,2020-03-30,In my opinion if our PM utilize DAM Fund for fighting against Corona Virus then we don't need any Donations for it  Because this issue is more serious and sensitive to Dam,Punjab
65,2020-03-30,JUST IN: Israeli PM Netanyahu tested negative for coronavirus.,Punjab
