,Tweet Posted Time (UTC),Tweet Content,Tweet Location
0,2020-03-29,Motivational Thoughts to fighting with Corona Virus – at Samastipur,Bihar
1,2020-03-29,I hope that all influencers should donate to PMO for help and overcome from Corona virus #COVID2019india I had seen some YouTubers like @TechnicalGuruji @iAmitBhadana @ashchanchlani had donated to Central and state government. All should join and help to INDIA . #corona_19,Bihar
2,2020-03-29,This corona virus makes much and more disaster. The America crossed over 120000 confirmed casrs. In Italy more than 10000 deaths. This is increasing very quickly. From this virus more than 650000 people were suffering and more than 30k death. #COVID2019india #Covid_19 @PMOIndia,Bihar
3,2020-03-29,I just did my part in the war against coronavirus. Join me  in supporting those who need a helping hand at this critical hour. https://gpay.app.goo.gl/3A3KJK – at Samastipur,Bihar
4,2020-03-29,Corona virus is wedding card for you my dear all friends and so please stay home in stay safe and following the rule prime Minister of India please ,Bihar
5,2020-03-29,It is time for all of us to help coronavirus spread across India so I am able to do as much as I can on my behalf  I am donating ₹ 500 PM to coronavirus in the fund. ,Bihar
6,2020-03-29,UPDATE on coronavirus (#COVID19) testing in the UK: As of 9am 28 March  a total of 120 776 have been tested: 103 687 negative. 17 089 positive. As of 5pm on 27 March  of those hospitalised in the UK  1 019 have sadly died.,Bihar
7,2020-03-29,The coronavirus pandemic has killed more than 20 000 people in Europe  according to a tally of official figures gathered by AFP. Europe is now the most affected continent with 20 059 deaths from a total of 337 632 cases.,Bihar
8,2020-03-29,@narendramodi ji has set up 11 empowered groups of Secretary level to implement the Policy to deal with the #Covid19. Typical #Developing country approach of #Topdown where as developed countries approach is #bottomsup. Now is the time to involve #Primarycaredoctors who,Bihar
9,2020-03-29,A small contribution by me towards #CoViD19 #PMCaresFund #IndiaFightsCorona #IndiaGives @News18India @News18Bihar @CNNnews18,Bihar
10,2020-03-29,"Very emotional & eye opening video. This Cop in video distributing meal from his own salary; gives me a great satisfaction. We will definitely win the war against ""Covid19"".",Bihar
11,2020-03-29,My hearty congratulations to #Minaldakhaveghosale on her brilliant work for developing #Covid19 test so soon. May Lord Bless you and your family including youn daughter,Bihar
12,2020-03-29,UPDATE on coronavirus (#COVID19) testing in the UK: As of 9am 28 March  a total of 120 776 have been tested: 103 687 negative. 17 089 positive. As of 5pm on 27 March  of those hospitalised in the UK  1 019 have sadly died.,Bihar
13,2020-03-29,Some GOOD #COVID19 news today: • ~ 140 000 Global Recoveries • 101-year-old man in Italy recovers • FDA approves rapid 15-min tests • Cuomo: increase slowing in NY • China easing restrictions • More Plasma research + donors • Tom Hanks &amp; Rita Wilson recover  back in US,Bihar
14,2020-03-29,God bless the frontline workers selflessly serving their communities during the #COVID19 crisis. Thank you to the health care workers  first responders  nurses  grocery store employees  truck drivers &amp; more who are stepping up to keep us safe during these unprecedented times. ,Bihar
15,2020-03-29,@narendramodi @PMOIndia @rashtrapatibhvn dear sir I think we should consider this and do a planned lockdown. We have full trust on you that you'll take action in best intrest of Nation #IndiaFightsCorona #HelpFightCorona,Bihar
16,2020-03-29,A small contribution in #PMCaresFunds by an independent student who is a home tutor in #Gurgaon and his father is an #Farmer. @narendramodi @PMOIndia @DDNewsHindi @ANI #IndiaFightsCorona घर में रहें  सुरक्षित रहें। Jay Hind ,Bihar
17,2020-03-29,Keep knocking at the door of each other's mind .. Meetings are not right  the calls should keep coming .. #IndiaFightsCorona #StayHomeStaySafe #biharlockdown,Bihar
18,2020-03-29,A small contribution by me towards #CoViD19 #PMCaresFund #IndiaFightsCorona #IndiaGives @News18India @News18Bihar @CNNnews18,Bihar
19,2020-03-29,Along with that I am feeling humble to contribute 1111 Rs for Bihar & Jharkhand CM Relief Fund. @NitishKumar @HemantSorenJMM #IndiaFightsCorona ,Bihar
20,2020-03-29,Dear @narendramodi Ji  this is a small contribution of 2100 Rs to the #PMCaresFunds from my saving. As you said  Each and every contribution is valued. Lets everyone help as much as they can and united we can fight for this. #IndiaFightsCorona ,Bihar
21,2020-03-29,While all this chaos is around don’t forget to contribute your bit and show humanity. #IndiaFightsCorona #CoronaLockdown #ArrestKejriwal Jai Hind Jai Bharat https://twitter.com/dkmdilip/status/1244167390012694529,Bihar
22,2020-03-29,Here is my small contribution to save the nation... #Students_Against_COVID #IndiaFightsCorona ,Bihar
23,2020-03-29,Day9:BirthdayCake during #Lockdown21 from Chocopie Wafers Chocolates  ChocolateSauce SpyRoll &amp;decorated with sprinklers made from Swiss Roll.And it's Super Yummy!Made by Karmanya&amp;Nayra without any supervision!All for dear papa and I'm a Super Proud Mom!#Covid19 #connectedraipur,Chhattisgarh
24,2020-03-29,We had observed cases where a single person in a factory unknowingly spread COVID19.. Low or high ? If there's a chance we need to implement all precautionary measures. Being as a citizen they have the right to health &amp; safety but unfortunately we r failis procuring basic needs.,Chhattisgarh
25,2020-03-29,#bhilai our team member #yogesh give 1 family food for 10 day's . Stay home  stay safe. #Covid19 #chhattisgarh #Lockdown #cgbdf #TogetherWeCan #Releif #SatyHome #StaySafe,Chhattisgarh
26,2020-03-29,As compared to other countries relief package is just 10% in India. Congress leader @ShashiTharoor asked @narendramodi “To divert ₹20 000Cr earmarked for new parliament building &amp; Central Vista to supplement the ₹15 000 alloted to fight #Covid19  which is ₹20 Cr per district”. ,Chhattisgarh
27,2020-03-29,Big mistake..trace them..feed them  test them & then leave -ve cases to their home & to rest COVID19 +VE cases we have to treat them. @msisodia @ArvindKejriwal @MoHFW_INDIA @narendramodi @PMOIndia #IndiaFightsCorona #COVID2019india #Covid_19 @WHO @ICMRDELHI @icmr_nie @WHOSEARO,Chhattisgarh
28,2020-03-29,I donated One Thousand One Rupees to PM CARE FUND to face COVID 19  according to my financial situation. In this difficult time  I stand with @narendramodi ji! @PMOIndia @ChouhanShivraj @gaganvermabjp @real_fascinated @SajalSa07748240 #PMCareFund #COVID19 ,Chhattisgarh
29,2020-03-29,Covid19: Unusual Chinese product Aid: Usual Chinese products #ChineseVirus19 #ChinaLiedPeopleDied,Chhattisgarh
30,2020-03-29,With the fast-moving spread of the #pandemic @UNICEF requires  now more than ever  flexible and timely funding so that it can be allocated quickly to where it is most needed and as the situation evolves. #COVID19 To learn more and donate click the link https://www.unicef.org/appeals/covid-2019.html,Chhattisgarh
31,2020-03-29,it's a high time when we can contribute something for humanity.... hope more help will come. #IndiaFightsCorona #PMCaresFunds,Chhattisgarh
32,2020-03-29,@narendramodi @PMOIndia Dear Sir My family have made small contribution to strengthen our fight towards a Corona Free India and will also motivate others to join the War against Corona. #IndiaFightsCorona ,Chhattisgarh
33,2020-03-29,Big mistake..trace them..feed them  test them & then leave -ve cases to their home & to rest COVID19 +VE cases we have to treat them. @msisodia @ArvindKejriwal @MoHFW_INDIA @narendramodi @PMOIndia #IndiaFightsCorona #COVID2019india #Covid_19 @WHO @ICMRDELHI @icmr_nie @WHOSEARO,Chhattisgarh
34,2020-03-29,Save the date for MY FM lockdown special with #Divyakumar #LockDown #BinaMileSathLaden #IndiafightsCorona ,Chhattisgarh
35,2020-03-29,Hilariously... One of the best way to deal with #Lockdown21 breakers... Still  lathi is a class apart #IndiaFightsCorona ,Chhattisgarh
36,2020-03-29,@vino98061208 It's means You are Definitely Have a Corona virus! You fallen with corona virus? Madam,Goa
37,2020-03-29,Stay isolated to save yourself. Shot with @Sony @SonyAlpha @sony_india 77 Mark 2 @srishtidigilife #coronavirus #covid19,Goa
38,2020-03-29,I lost #gameover #COVID19 #coronavirus #goa,Goa
39,2020-03-29,coronavirus impact in india: Coronavirus: Can India ramp up its health infrastructure swiftly to contain th... https://m.economictimes.com/news/politics-and-nation/coronavirus-can-india-ramp-up-its-health-infrastructure-swiftly-to-contain-this-pandemic/articleshow/74866036.cms?utm_source=twitter_pwa&amp;utm_medium=social&amp;utm_campaign=socialsharebuttons via @economictimes,Goa
40,2020-03-29,Britons in India coronavirus lockdown say they are 'desperate' https://mol.im/a/8163429 @BBCWorld @UKinIndia @goa365tv1 @DominicRaab @JanThompsonFCO Real guys! Am in candolim. All other EU countries repatriated their citizens a week ago! Where are you 'Great Britain',Goa
41,2020-03-29,Is this best you can do @PMOIndia @goacm. Do you really think fear is the only option? And are army and police all immune to coronavirus? How are they acting so irresponsible? Is this way india should fight back? Feels sad to be a part of this. @UNHumanRights #IndiaFightsCorona,Goa
42,2020-03-29,http://Telegraph.co.uk: Brits in Goa 'left to starve' under coronavirus curfew after Foreign Office inaction. https://www.telegraph.co.uk/news/2020/03/28/brits-goa-left-starve-coronavirus-curfew-foreign-office-inaction/ @goa365tv1 @BBCNews @UKinIndia @IndianGov @FCOtravel @JanThompsonFCO,Goa
43,2020-03-29,http://Telegraph.co.uk: Brits in Goa 'left to starve' under coronavirus curfew after Foreign Office inaction. https://www.telegraph.co.uk/news/2020/03/28/brits-goa-left-starve-coronavirus-curfew-foreign-office-inaction/ via @GoogleNews,Goa
44,2020-03-29,@UKinIndia please take action soon - I am amongst the 22 at the resort featured in this article and we are eager to hear when we will be helped by the government to return home! Coronavirus: UK tourists in India complain of being 'abandoned' by government ,Goa
