,Tweet Posted Time (UTC),Tweet Content,Tweet Location
0,2020-04-04,#Coronavirus precautions and safety measures ! How to protect yourself in English https://www.instagram.com/tv/B-gvuhMAE25/?igshid=5igccjp6qwae #COVID2019 #IndiaFightsCorona #lockdown,Bihar
1,2020-04-04,@narendramodi @BJP4India @sanjayjaiswalMP @PMOIndia @aajtak @ndtv @indiatvnews @COVIDNewsByMIB Awareness song against Corona Virus. - by Dr.Nutan Singh https://youtu.be/Kj9CYo_LmV0,Bihar
2,2020-04-04,56% of new #CoronaVirus cases reported in India over past 72 hours can be traced back to Tablighi Jamaat. This is India’s version of South Korea’s Shincheonji Church of Jesus which led to 7000+ cases in that country. Jamaat responsible for 28% of India’s overall cases so far. ht,Bihar
3,2020-04-04,#COVID2019 #coronavirus #CoronavirusPandemic #LockdownHouseParty #StayHomeSaveLives #StayHomeStaySafe #StayAtHome #StayAtHomeSaveLives @ArvindKejriwal @DrKumarVishwas @narendramodi @PMOIndia @myogiadityanath @NitishKumar @News18Bihar @aajtak @ABPNews @RahulGandhi @republic#imdia,Bihar
4,2020-04-04,#SmartValue donating food for needy in pochanpur  dwarka  sector- 23  New delhi on 04th April 2020. We request everyone not to waste food and share to the needy in the crisis of Corona Virus. ,Bihar
5,2020-04-04,Full form of #WHO : #Wuhan Helth Organization #ChineseVirus19 #coronavirus @rjraunac,Bihar
6,2020-04-04,"#DefeatCoronaWithWillpower We can heal Corona virus and boost our immune system by willpower (meditation). Saint Gurmeet Ram Rahim ji says ""Naam hi dwayi hai sab rogon ki "" @Ajay_Devgn_FC @ajaydevgn @arunyadav_AD_Y @ajaymalani34 @TeamAjayDevgn #arundevganyadav – at Samastipur",Bihar
7,2020-04-04,#Tablighijammat in last 72 hrs 56%increase in cases of #Covid19   complete failure of Intelligence Mr @AmitShah ji. Need to fire some to keep them on their toes.,Bihar
8,2020-04-04,Ask every VLE to download this App I recommend Aarogya Setu app to fight against COVID19. Please download and share it using this link Android : https://play.google.com/store/apps/details?id=nic.goi.aarogyasetu iOS : https://apps.apple.com/in/app/aarogyasetu/id1505825357@dineshteyagi,Bihar
9,2020-04-04,Our PM @narendramodi ji should share this video for fast Message of light festival.#COVID19 #FightAgainstCoronavirus #ProudToBeIndian ,Bihar
