,Tweet Posted Time (UTC),Tweet Content,Tweet Location
0,2020-04-14,#ThankYouCoronaWarriors As the global coronavirus pandemic continues  we all should be taking a step back to thank the heroes who have spent hours serving us selflessly. Join the movement on http://thankyou.bjp.org/ and show support. via NaMo App,Bihar
1,2020-04-14,Good evening  Dear students  We are at home for safety during lockdown and against coronavirus. Such period is very important for you to continue your study with online study materials available on Swayam Prabha DTH channel &amp; others  detailed in below documents. @CommissionerNVS,Bihar
2,2020-04-14,We all are follow all your guidelines sir..@narendramodi We follow each and every step regarding to not spread the #coronavirus in India any more.... #StopTheSpreadOfCorona,Bihar
3,2020-04-14,I recommend Aarogya Setu app to fight against COVID19. Please download and share it using this link Android : https://play.google.com/store/apps/details?id=nic.goi.aarogyasetu iOS :,Bihar
4,2020-04-14,@ArifAhsan_IAS Sir  Being a resident of #Sheohar district #Bihar  I am concerned about my region. I want to know what steps have been taken by the administration so far to protect against #COVID19 @HMOIndia @AmitShah @NitishKumar @IPRD_Bihar,Bihar
5,2020-04-14,We have to win this fight against #COVID19.Lets follow #Lockdown2 till May 3. I request all to follow @narendramodi ji’s advise to download #AarogyaSetu app.I already have. It will protect us all. Download from here iOS:https://apps.apple.com/in/app/aarogyasetu/id1505825357 Android:,Bihar
6,2020-04-14,PM @narendramodi cognisant of India's limited public health infrastructure. Message: Extended lockdown better than risking hockey stick like increase in #Covid19 infections. Sharing onus with citizens to maintain social distancing so that infections don't spread. Lockdown 2.0,Bihar
7,2020-04-14,I recommend Aarogya Setu app to fight against COVID19. Please download and share it using this link Android : https://play.google.com/store/apps/details?id=nic.goi.aarogyasetu iOS :,Bihar
8,2020-04-14,I recommend this app to fight against COVID19. Please download and share it using this link : https://play.google.com/store/apps/details?id=com.niti.corhttps://play.google.com/store/apps/details?id=nic.goi.aarogyasetu iOS : itms-apps://itunes.apple.com/app/id1505825357,Bihar
9,2020-04-14,Yes we are doing best...In comparison of other COVID19 effected states...It's because of head of state and very responsible honest and sincere CM @NitishKumar Sir.. Regards,Bihar
10,2020-04-14,Sir  can we involved them in temporary tasks or jobs like creating masks  sanatizers or delivering the essentials and pay them on daily basis? #COVID2019 #IndiaFightsCorona,Bihar
11,2020-04-14,#IndiaFightsCorona Nationwide lockdown extended till May 3rd Please help Government for fight against COVID-19 @PMOIndia @narendramodi,Bihar
