,Tweet Posted Time (UTC),Tweet Content,Tweet Location
0,2020-03-25,Coronavirus: Spain's death toll overtakes China #Coronavirus ,Bihar
1,2020-03-25,Coronavirus is not necessarily a fatal disease. Over 86% of people who have been diagnosed with covid-19 so far have survived. But it is a highly contagious disease  which makes self-isolation important.,Bihar
2,2020-03-25,Spain becomes second country to surpass China's coronavirus death toll with 3 434 deaths  up 738 from yesterday; 47 610 cases recorded since outbreak began https://elpais.com/sociedad/2020-03-25/noticias-y-ultima-hora-del-coronavirus-en-directo.html ml,Bihar
3,2020-03-25,"More than 920 people in Spain have been arrested for breaking the rules of the coronavirus lockdown since the state of alarm was declared 10 days ago. Authorities also warned that ""dozens"" of cyberattacks were tying to take advantage of the crisis ",Bihar
4,2020-03-25,We can still beat #COVID19 with a comprehensive approach: test  trace  treat  isolate. In this video  @mvankerkhove talks about numerical forecasts of the #coronavirus's trajectory &amp; reminds us that we can all prevent the worst  following WHO guidance,Bihar
5,2020-03-25,Only one way to safe yourself nd your family from #coronavirus to #StayHome .. #21daylockdown #coronavirusindia #CoronavirusLockdown #IndiaFightsCorona #StopTheSpreadOfCorona,Bihar
6,2020-03-25,Don't panic guys. . Often only after dense darkness. . Bright light appears. . _ _ #coronavirus ,Bihar
7,2020-03-25,UPDATE on coronavirus (#COVID19) testing in the UK: As of 9am on 24 March  a total of 90 436 have been tested: 82 359 negative. 8 077 positive. As of 1pm  422 patients who tested positive for coronavirus have sadly died. The digital dashboard will be updated later today.,Bihar
8,2020-03-25,To: someone Ro: On the road No: No Naval corona virus can be prevented. Use handkerchief or tissue while coughing or sneezing yourself Stay safe and keep others safe too: Stay in your own home,Bihar
9,2020-03-25,No fresh coronavirus case in Bihar; lockdown enforced strictly | India News - Times of India https://timesofindia.indiatimes.com/india/no-fresh-coronavirus-case-in-bihar-lockdown-enforced-strictly/articleshow/74793293.cms Thanks to @NitishKumar and law enforcement officers . We hope and pray  no more cases in bihar atleast...After strict implementation of rule.. Regards,Bihar
10,2020-03-25,India COVID19 Total positive =606 Death =12 Recovered =44 Fatality rate = 12/606×100=1.9 % We still in 2 nd stage of COVID 19 We can win this battle... Stay positive #StayAtHomeSaveLives,Bihar
11,2020-03-25,Concerned is about active patients = 70-75% ( Under going treatment ) Recovery rate = 24-25% #COVID19,Bihar
12,2020-03-25,Fatality rate is constant now... Nearly 4.4% #COVID19,Bihar
13,2020-03-25,#BIHAR Corona Virus Press Release dated 25.03.2020 #BiharHealthDept #COVID19 #CoronaUpdatesInIndia Via @IPRD_Bihar,Bihar
14,2020-03-25,As India embraces the 'Remote' work culture during ongoing COVID - 19 epidemic  here is 8 crucial tips for working from home. #COVID19 #IndiaFightsCorona #WorkFromHomeIndia,Bihar
15,2020-03-25,We can still beat #COVID19 with a comprehensive approach: test  trace  treat  isolate. In this video  @mvankerkhove talks about numerical forecasts of the #coronavirus's trajectory &amp; reminds us that we can all prevent the worst  following WHO guidance,Bihar
16,2020-03-25,Hon‘ble PM @narendramodi ji has asked us to #StayHomeStaySafe for 21 days. This simple task can save millions of lives. Let’s all unite in this war against #COVID19 #CoronavirusLockdown,Bihar
