,Tweet Posted Time (UTC),Tweet Content,Tweet Location
0,2020-04-01,Oh I just read it somewhere ‘corona virus was born in China  grew up in Iran and Korea  got young in Italy and Spain and became Muslim in India @incredibleindia #TableeghiJamaat #StayAwareStaySafe,Bihar
1,2020-04-01,could this API help me to build an Android app on Corona Virus outbreak...to help the infected people in india? it may help us to stay away from those communities that have impact of COVID-19 ,Bihar
2,2020-04-01,Trump bhai till now 4k death and Approx 1.5 lacs people affected #COVID19Pandemic #CoronaVirus ,Bihar
3,2020-04-01,America can give only nationality to the Coronavirus  but we are capable of going a step further .We have given it nationality and religion both . Achievement !!,Bihar
4,2020-04-01,Stay at home only then you will be able to escape the corona virus ,Bihar
5,2020-04-01,Coronavirus is not being spread in India but is being spread by some pigs . A fresh example of this is the herd of pigs found in Nizamuddin #ग्रीन_कोरोना_वायरस,Bihar
6,2020-04-01,#coronavirus doesnt discriminate between people. But the #Communalvirus started by our Godi Media targets &amp; vilifies muslims. Why dint these Channels question and attack Yogi when he broke lockdown? Why arent godi media asking Modi about lack of testing kits? #BoycottNewsNation,Bihar
7,2020-04-01,#coronavirus doesnt discriminate between people. But the #Communalvirus started by our Godi Media targets &amp; vilifies muslims. Why dint these Channels question and attack Yogi when he broke lockdown? Why arent godi media asking Modi about lack of testing kits? #BoycottNewsNation,Bihar
8,2020-04-01,corona virus has been used as corona suicide bomb in India by the followers of the specific religion .#CoronaJihaad,Bihar
9,2020-04-01,The Indian Constitution is being blown here. The @HomeCredit_In did not follow any rule of termination. And terminating. But.According to our constitution. After terminating someone. You get 2 months salary. Whereas under this circumstance. Covid19 Salary was not paid. @RBI,Bihar
10,2020-04-01,With thousands of Hungry poor walking hundreds of kilometres in search of food and gathering in a place helplessly which could lead to disaster in terms of #COVID19  Media houses never cared but they covered #NizamuddinMarkaz Tableeghi jamaat to target Muslims ,Bihar
11,2020-04-01,"We should fight collectively to stop spread of Covid19. Not sing jingle ""Hindu-Muslim"".",Bihar
12,2020-04-01,"Congratulations sir for getting another new challenge to serve the people of TN during ""Covid19"". Stay safe. Stay blessed.",Bihar
13,2020-04-01,Great Sir #IndiaFightsCorona #StayHomeSaveLives,Bihar
14,2020-04-01,Dear @narendramodi SIR Being a student I did my small bit support to PM-CARES Fund 2 fight COVID-19 for our &amp; also sir if you want  u can use my house for isolation sir. I’ll be happy @PMOIndia @akshaykumar @chitraaum @aajtak #IndiaFightsCorona ,Bihar
15,2020-04-01,Please all of you listen to the government @narendramodi ( प्रधान सेवक) @PMOIndia Thank you to all the media for making people aware @ZeeNews @sudhirchaudhary #IndiaFightsCorona ,Bihar
16,2020-04-01,Initiative of @bhupeshbaghel is excellent in preventing #COVID19 @bhagatravi17 @DrDeviPShetty,Chhattisgarh
17,2020-04-01,"#Who_Is_RealGod #Aprilfoolsday2020 Walking on the path of devotion as told by Saint Rampal Ji Maharaj  cures the terrible Cancer  AIDS and Deadly Covid19 diseases. @World Savior Saint Rampal Ji #GodMorningWednesday #WednesdayMotivation Must Read ""Gyan Ganga"" Book",Chhattisgarh
18,2020-04-01,Pandemic spreading its claws #IndiaFightsCorona ,Chhattisgarh
19,2020-04-01,Wasn't there some kind of news running around about a kid who predicted the end of Coronavirus on March 29th?,Goa
20,2020-04-01,I’m gonna spend it one a nice party with my friends after the Coronavirus shit is over but I’ll still remain with a lottttt of money. Gonna give some to my mom and keep the rest ,Goa
21,2020-04-01,#Swami_Brahmananda_vedic_Gurukul_Tapobhoomi_Goa_Batu spreading message through his art not to bring #corona_Virus in family by going out of home &amp; violating rules laid down by govt. #Batu_Durgesh_art_Goa @narendramodi @DrPramodPSawant,Goa
22,2020-04-01,As per few  because congregation happened before lockdown date  there was no Coronavirus threat before 23 March. Whole world was in panic  but these ‘IGNORANT’ idiots didn’t know anything. #NizamuddinIdiots #NizamuddinMarkaj #TablighiJamaat,Goa
23,2020-04-01,Human beings are incurably religious and social creatures but this corona virus has deprived humans of religious get together. I feel like all other basic necessities which have been allowed by practising social distancing.#PMModi #SocialDistancing #Corona #COVIDー19,Goa
24,2020-04-01,All the 14 tests conducted on suspected #COVID19 patients at the Virology lab in @GoaGmc have been reported negative. We are united in our fight against the menace of #Coronavirus says HM @visrane #GoaFightsCOVID19 #goa #news,Goa
25,2020-04-01,Ur Mullana accepted that u all the spreaders of #covid19 thus u will pay for same,Goa
26,2020-04-01,In view of #COVID19 positive cases reported wrt Markaz congregation - Tablighi Jamaat at Nizamuddin  Delhi  it is appealed that if anyone from Goa  if attended the event  must immediately contact DHS at 0832-2225538/2421810 /Helpline 104 in the interest of own and public health.,Goa
27,2020-04-01,All the 14 tests conducted on suspected #COVID19 patients at the Virology lab in @GoaGmc have been reported negative. We are united in our fight against the menace of #Coronavirus says HM @visrane #GoaFightsCOVID19 #goa #news,Goa
28,2020-04-01,#COVID2019india #IndiaFightsCorona Wrong. There are 2 more groups. Group 3. Trying to recover patients  trying to give ration and attending all emergency services. Group 4. Deshdrohi group. Reply me if you do not know your group.,Goa
29,2020-04-01," ""Coronavirus: Spain passes 100 000 cases and records more than 800 deaths for five days running"" #Coronavirus ",Gujarat
30,2020-04-01,Another Positive News on Ashtami :Out of the ten #COVID19 patients in district #Gurugram  9 people have fully recovered. @narendramodi,Gujarat
31,2020-04-01,#pmcares is the only official UPI account to donate for #COVID19 Don’t get fooled on this #AprilFoolsDay – at Ahmedabad Haat,Gujarat
32,2020-04-01,Chinese manufacturers of coronavirus test kits and related medical supplies have been told they can no longer export their products unless they also have the relevant licences to sell their products in the domestic market.,Haryana
33,2020-04-01,Let us unite to defeat Coronavirus. Contribute to #PMCARESFund on @Paytm. For every contribution or any other payment done on the app  Paytm will contribute an extra up to ₹10. #IndiaFightsCorona,Haryana
34,2020-04-01,#corona #virus #covid_19 #safety #wash #handmade #world #boys #girls #sunny #google #youtube #tiktok #facebook #love #picoftheday #photooftheday #instapic #instagram #inspiration @W2S-Hub https://www.instagram.com/p/B-a2z-7FNFV/?igshid=o9hdz7ttvb8f,Haryana
35,2020-04-01,Let us unite to defeat Coronavirus. Contribute to #PMCARESFund on @Paytm. For every contribution or any other payment done on the app  Paytm will contribute an extra up to ₹10. #IndiaFightsCorona ,Haryana
36,2020-04-01,@narendramodi there are many citizens who are trying to fail India ... while 90% are with you in fight against Corona... we think that military and army should be deployed as now critical phase has started @rsprasad @smitaprakash @republic @rahulkanwal @aajtak,Jharkhand
37,2020-04-01,@narendramodi @PMOIndia there are many citizens who are trying to fail India ... while 90% are with you in fight against Corona... we think that military and army should be deployed as now critical phase has started,Jharkhand
38,2020-04-01,Hello sir as a citizen of Maharashtra and India want to give suggestion for corona virus.Lets make a team of doctors in every town village and get the door to door so exactly we get the infected patients.If we have less doctor team we can tie up with private ones.@CMOMaharashtra,Maharashtra
39,2020-04-01,Why Soyeb Jamayi is not arrested as he is more dangerous than CORONAVIRUS? And no news channel should invite him as representative of muslim. Law enforcing agency take legal action immediately to mentain peace. How using word in TV debate. @AmitShah,Orissa
40,2020-04-01,Republicans should select someone else as their candidate for President... Corona Virus will critically expose Trump’s stability as POTUS &amp; the Republican Party will not have a Pres for next 25/30 years after Trump. It will take that long to Sanitise &amp; erase his memories,Punjab
41,2020-04-01,With full energy we have to face and fight against this epidemic   also continue cooperation with each other's to defeat the corona virus . Be strong! Stay away   stay alive . ,Punjab
42,2020-04-01,Corona virus to the world ,Punjab
43,2020-04-01,Cats can infect each other with coronavirus  Chinese study finds ,Punjab
44,2020-04-01,Yea i have the same feeling that this coronavirus has chances of periodic comebacks,Punjab
45,2020-04-01,Coronavirus update  Italy: - 4 782 new cases in last 24 hours - 727 new deaths - 110 574 cases in total - 28 403 hospitalized - 16 847 recovered - 13 155 deaths - 4 035 in intensive care,Punjab
46,2020-04-01,Corona virus was born in China  grew up in Iran and Korea  got young in Italy and Spain and became Shia Muslim and Tableeghi in Pakistan.,Punjab
47,2020-04-01,2000 corona virus kits provided by deputy chairman Senate of Pakistan Salim Mandviwala to Government of Sindh ,Punjab
48,2020-04-01,"THE SCIENTISTS AROUND THE WORLD ARE BUSY IN FIGHTING THE ""CORONA"" MONSTER !!! I BELIEVE THEY ARE NOT FOCUSING ON THE MAIN REASON FOR SPREAD!!! THE REASON ? WESTERN FOOD  PORK & ALCOHOL  WHICH ABSORBS IN THE HUMAN FLESH & ? IT'S PERFECT BREEDING PLACE FOR CORONA VIRUS!!!",Punjab
49,2020-04-01,In Italy  a child lookingup at the sky and voicing his mother  his mother died to corona virus.He could not even see see his died mother Watch till the end #Stay_Safe_For_pakistan #pray_for_world #COVIDー19 #CoronaFreePakistan ,Punjab
50,2020-04-01,#Hell #ClimateCrisis #Heaven #ClimateChange #coronavirus The Earth is a tiny and fragile world. It needs to be cherished. ,Punjab
51,2020-04-01,#Hell #ClimateCrisis #Heaven #ClimateChange #coronavirus Do we value short-term advantages above welfare of Earth? Or will we think on longer time scales  with concern for our children &amp; our grandchildren  to understand and protect the complex life-support systems of our planet? ,Punjab
52,2020-04-01,South Korea burning cash to prevent spreading the coronavirus &amp; Seoul  led a government initiative to introduce its own cryptocurrency  why @ImranKhanPTI is not listening to #WaqarZaka? #SBPLiftBanOnCrypto #WaqarZaka,Punjab
53,2020-04-01,#Hell #ClimateCrisis #Heaven #ClimateChange #coronavirus Our intelligence &amp; our technology have given us the power to affect the climate. How will we use this power? Are we willing to tolerate ignorance and complacency in matters that affect the entire human family? ,Punjab
54,2020-04-01,#Hell #ClimateCrisis #Heaven #ClimateChange #coronavirus A few million years ago when human beings first evolved on Earth it was already a middle-aged world 4.6 billion years along from catastrophes &amp; impetuosities of its youth But we humans now represent a new &amp; decisive factor,Punjab
55,2020-04-01,#Hell #ClimateCrisis #Heaven #ClimateChange #coronavirus In our ignorance  we continue to push and pull  to pollute the atmosphere  oblivious of the fact that the long-term consequences are largely unknown.,Punjab
56,2020-04-01,#Hell #ClimateCrisis #Heaven #ClimateChange #coronavirus The study of the global climate  the comparison of the Earth with other worlds  are subjects in their earliest stages of development. They are fields that are poorly and grudgingly funded.,Punjab
57,2020-04-01,#ClimateCrisis #Heaven #ClimateChange #coronavirus We are perturbing our poor planet in serious and contradictory ways. Is there any danger of driving the environment of the Earth toward the planetary #Hell of Venus? The simple answer is that nobody knows.,Punjab
58,2020-04-01,#Hell #ClimateCrisis #ClimateChange #coronavirus Our lovely blue planet  the Earth  is the only home we know. Venus is too hot. Mars is too cold. But the Earth is just right  a #Heaven for humans. After all  we evolved here. But our congenial climate may be unstable.,Punjab
59,2020-04-01,#Hell #ClimateCrisis #Heaven #ClimateChange #coronavirus For hundreds of thousands of years human beings have been burning &amp; cutting down forests. Slash-and-burn agriculture  industrial tropical deforestation and overgrazing are rampant today.,Punjab
60,2020-04-01,#Hell #ClimateCrisis #Heaven #ClimateChange #coronavirus Our major cities are polluted with noxious molecules. We do not understand the long-term effects of our course of action. But we have also been perturbing the climate in the opposite sense.,Punjab
61,2020-04-01,#Hell #ClimateCrisis #Heaven #ClimateChange #coronavirus In the burning of coal and oil and gasoline  we are also putting sulfuric acid into the atmosphere. Like Venus  our stratosphere even now has a substantial mist of tiny sulfuric acid droplets.,Punjab
