,Tweet Posted Time (UTC),Tweet Content,Tweet Location
0,2020-04-10,@BillGates Dear sir I am hope you and Bihar sate still you’re help Coronavírus for donation for you thanks for you,Bihar
1,2020-04-10,Corona Virus - A force D-Tox for planet Earth #natureishealing #Earth,Bihar
2,2020-04-10,#COVID19 #coronavirus cases hit 1.6 million worldwide. 95 000 deaths worldwide 350 000 recoveries worldwide Cases by country: 465k USA 153k Spain 143k Italy 118k Germany 118k France ,Bihar
3,2020-04-10,COVID 19 or Noval COVID stands for Corona virus disease first observed or seen in year 2019  As the source of virus tramission is still unknown there fore it's completely new type of corona virus groups ( SARS  and MERS ) @sambitswaraj,Bihar
4,2020-04-10,Some one saying in UK COVID19 BY ESCON ITS RIGHT OR WRONG ,Bihar
5,2020-04-10,I recommend Aarogya Setu app to fight against COVID19. Please download and share it using this link Android : https://play.google.com/store/apps/details?id=nic.goi.aarogyasetu iOS :,Bihar
6,2020-04-10,Hope for the best. Will WTO allow this to happen? Once WHO indirectly supported China on Covid19 then it seems impossible for Japanese to get out of China.,Bihar
7,2020-04-10,I recommend this app to fight against COVID19. Please download and share it using this link : https://play.google.com/store/apps/details?id=com.niti.corhttps://play.google.com/store/apps/details?id=nic.goi.aarogyasetu iOS : itms-apps://itunes.apple.com/app/id1505825357,Bihar
8,2020-04-10,Dear friends please understand... We are facing critical time..Pls.. stay at home  avoid unnecessary outings  inform authorities about people coming to your village /city from other regions  over 13.6 lakhs positive cases so far worldwide #COVID19,Bihar
9,2020-04-10,#COVID19 #coronavirus cases hit 1.6 million worldwide. 95 000 deaths worldwide 350 000 recoveries worldwide Cases by country: 465k USA 153k Spain 143k Italy 118k Germany 118k France ,Bihar
10,2020-04-10,Though I have some personal pain but yes it doesn't count at all  U r performing awesome as head of state with excellent planning  we have broken chain Covid19.. restricted this to 10 districts only.. Excellent ... Regards,Bihar
11,2020-04-10,Asian Development Bank (ADB) assured of $2.2 billion (about Rs 16 500 crore) support package to India to fight against COVID-19 pandemic. #IndiaFightsCorona ,Bihar
12,2020-04-10,#lockdownkedusman. We must lock all this muslim helding meeting at mahjid till their death by corona virus. So that they can understand the meaning of life of others,Chhattisgarh
13,2020-04-10,Save the earth from coronavirus #savethearth #ilovmyindia #StayAtHome #supportthegoverment,Chhattisgarh
14,2020-04-10,@TrueReligion #GoodFriday message for the #world . Fantastic video . Please share #coronavirus #lockdown #Christian #HopeFromHome #StayHomeStaySafe #USA #Spain #Italy #UK #drjawaharsurisetti http://youtu.be/fXNBX610axE . Please RT,Chhattisgarh
15,2020-04-10,@RNS #GoodFriday message for the #world . Fantastic video . Please share #coronavirus #lockdown #Christian #HopeFromHome #StayHomeStaySafe #USA #Spain #Italy #UK #drjawaharsurisetti http://youtu.be/fXNBX610axE . Please RT,Chhattisgarh
16,2020-04-10,@HuffPostRelig #GoodFriday message for the #world . Fantastic video . Please share #coronavirus #lockdown #Christian #HopeFromHome #StayHomeStaySafe #USA #Spain #Italy #UK #drjawaharsurisetti http://youtu.be/fXNBX610axE . Please RT,Chhattisgarh
17,2020-04-10,@CNNbelief #GoodFriday message for the #world . Fantastic video . Please share #coronavirus #lockdown #Christian #HopeFromHome #StayHomeStaySafe #USA #Spain #Italy #UK #drjawaharsurisetti http://youtu.be/fXNBX610axE . Please RT,Chhattisgarh
