,Tweet Posted Time (UTC),Tweet Content,Tweet Location
0,2020-03-26,You may catch #COVID19 and be at risk of becoming severely ill  if you've a noncommunicable disease/a pre-existing condition such as: Cardiovascular disease Chronic respiratory disease Diabetes Cancer Follow the advice from WHO http://bit.ly/33JFVo0 #coronavirus,Bihar
1,2020-03-26,Italy’s death toll rises above 7 000 — but the number of new cases declines for the 4th day in a row https://www.cnbc.com/2020/03/26/italys-new-coronavirus-cases-declines-for-4th-day-in-a-row.html #coronavirus #coronavirusitaly,Bihar
2,2020-03-26,Bcz his plan is to rule the world  and here is his some initiative after spreading chinies corona virus,Bihar
3,2020-03-26,Dear sir  whole district need these types of Chemical uses for Corona virus Purpose in these days.,Bihar
4,2020-03-26,Fight against Corona virus ,Bihar
5,2020-03-26,@NitishKumar @narendramodi @PMOIndia @aajtak @abpnewshindi @ABPNews The entire village of KATHARI BIGHA in NALANDA District is going to lockdown due to the coronavirus disease (COVID-19) ,Bihar
6,2020-03-26,Respected sir how much time it will take for the preparation of injection of Corona virus (Chinese virus).whole Human community is in trouble you are the only one people in this planet who save the whole Human community of this world from this virus.@PMOIndia @narendramodi – at Samastipur,Bihar
7,2020-03-26,"Roads in India are deserted and police patrol the streets as Prime Minister Modi announces 21-day ""complete lockdown"" to stop coronavirus spread. https://abcn.ws/2vPTINw",Bihar
8,2020-03-26,Be cautious Be safe Beware of corona virus as caution is the only protection. The corona has to be washed. Your healthy body is your biggest asset. ,Bihar
9,2020-03-26,@akshaykumar good morning sir( The real hero and great contributor of india) Be safe from coronavirus ,Bihar
10,2020-03-26,Coronavirus update  India: - 57 new cases in last 24 hours - 621 cases in total - 42 recovered - 13 deaths - 24 254 people tested,Bihar
11,2020-03-26,You may catch #COVID19 and be at risk of becoming severely ill  if you've a noncommunicable disease/a pre-existing condition such as: Cardiovascular disease Chronic respiratory disease Diabetes Cancer Follow the advice from WHO http://bit.ly/33JFVo0 #coronavirus,Bihar
12,2020-03-26,'Stay hcaſthy   stay safc   most stay home' #COVID19 #Coronaindia #CoronaKoDhona #IndiaFightsCorona ,Bihar
13,2020-03-26,@ArvindKejriwal It’s very tragic to hear that one of the doctors and his family has developed COVID19. Doctors shall always put their patients firsts  and certainly Doctors shall die as well but Arvind it’s your responsibility to provide sets of sterile gowns etc to work safely.,Bihar
