,Tweet Posted Time (UTC),Tweet Content,Tweet Location
0,2020-04-08,"In Ulysses  Molly Bloom says about Leopard   ""No fool like an old fool ."" BTW  is President Trump the same Trump  who once predicted that warm weather would cause the sudden disappearance of the Coronavirus ? Just asking .",Bihar
1,2020-04-08,It is Very good thing that you are requested to increase the Capacity of Kovid 19 Corona virus test in Bihar so that hidden patients come out and Bihar become Corona free. Best regards ,Bihar
2,2020-04-08,BREAKING: Tablighi Jamat donates 2100 Coronavirus patients to PM Relief Fund.,Bihar
3,2020-04-08,BREAKING: Tablighi Jamat donates 2100 Coronavirus patients to PM Relief Fund.,Bihar
4,2020-04-08,BREAKING: Tablighi Jamat donates 2100 Coronavirus patients to PM Relief Fund.,Bihar
5,2020-04-08,@narendramodi I request to you Kindly extend the date of Lockdown Sir.Plz To Fight With Corona Virus ,Bihar
6,2020-04-08,If one is careful and take serious precautions like repeatedly washing hands or using repeatedly using hand sanitizers   not touching ones face at all and having masks and gloves. I would imagine one could get away with #Covid19.,Bihar
7,2020-04-08,#Our prime minister establish new reaction (covid19) #ModijiDontMakeUsFoolAgain,Bihar
8,2020-04-08,I recommend Aarogya Setu app to fight against COVID19. Please download and share it using this link Android : हम डाउनलोड कर लिए सुरक्षित हैं और आप? #StayHome #Social_Distancing #Bihar #Darbhanga @narendramodi @NitishKumar https://play.google.com/store/apps/details?id=nic.goi.aarogyasetu iOS : https://apps.apple.com/in/app/aarogyasetu/id1505825357,Bihar
9,2020-04-08,India must help of all Nations in their hour need of but save medicine should be made available to india in ample quantities first of all... @covid19 @stay home save life,Bihar
10,2020-04-08,Hi Narendra Modi ji   Contributed a very small amount Rs- 5001 to PM CARES for Covid19.Those who all are fighting from Covid19 will get help and needy ones who don't hv mony for food. Jai Hind #IndiaFightsCOVID19 #IndiaTrustsPmModi @arjunbhatigolf,Bihar
11,2020-04-08,Mere bharat washiyo ese na bhulo save india and save life. Fight Corona ideathon envisions that by partnering with innovators to develop advanced tools and analytics to fight the pandemic on various ... ,Bihar
12,2020-04-08,I recommend Aarogya Setu app to fight against COVID19. Please download and share it using this link Android : https://play.google.com/store/apps/details?id=nic.goi.aarogyasetu iOS :,Chhattisgarh
13,2020-04-08,Criticizing the ‘super spreaders’ of Corona Virus in India  The Tablighi Jamaat is not Islamophobia ,Goa
14,2020-04-08,Absolutely wrong rules! I support you! In case without brush if you have any food will will be gonna corona virus and Hunt virus! Nan solla sathiyama ethu! Chinna prime minister sonnadhu,Goa
15,2020-04-08,PM took decision of lockdown on the advice of experts and asked from citizens 21days.saying Coronavirus chain can be broken in 14 days and 7 days grace he need. Now more lockdown will be definitely unwise decision which will kill poor and middle class. #PMOfIndia,Goa
16,2020-04-08,#Porvorim MLA @RohanKhaunte pledge to give his next 3months 100% Salary for #Goa State #Covid19 Relief Fund. #GoaFightsCOVID19 #Goa #News @goacm @DrPramodPSawant,Goa
17,2020-04-08,Positive news coming in that one of the #COVID19 patients in Goa has fully recovered. #GoaFightsCOVID19,Goa
18,2020-04-08,#Goa’s success story: One #COVID19 patient declared cured  fit for discharge  number comes down to six #Goa #News #GoaFightsCovid19 @goacm,Goa
19,2020-04-08,Goa seven Covid19 cases  zero deaths. Yet politicians are asking for extension of #lockdown. What's the logic? Where's the science? Bizarre....,Goa
20,2020-04-08,GO CORONA GO Relaxing at the beach is much better but than relaxing at home! Miss those days! Time for throwbacks! #covi̇d19 #lockdown #Goa #beach https://www.instagram.com/p/B-uPvd5jOBN/?igshid=xka59s1n1rv4,Goa
21,2020-04-08,I recommend this app to fight against COVID19. Please download and share it using this link : https://play.google.com/store/apps/details?id=com.niti.corhttps://play.google.com/store/apps/details?id=nic.goi.aarogyasetu iOS :,Goa
22,2020-04-08,View from home.. #covid19india #stayhome #staysafe #covid #covid19 #nature #birding #lockdownbirding #lockdown #saveplanetearth @Sanquelim https://www.instagram.com/p/B-tnsZ6jHUmNNabv3_iO0TbzE9ZSpOEEEH8HJk0/?igshid=17b3t127g8w4i,Goa
23,2020-04-08,We at Big Daddy are doing our bit in our own small way for the society through our Government of Goa to fight COVID-19. Mr. Puneet Narang  Director  Big Daddy handing over a cheque of INR 2.5 Million to Hon'bl Chief Minister Shri Pramod Sawant. #indiafightscorona #cmogoa – at Panaji | Panjim,Goa
24,2020-04-08,5'S' rule to defeat corona virus 1'S'-Social distancing 2'S'-Safety PPE 3'S'-Sanitization 4'S'-Self isolation 5'S'-Self discipline pls follow 5'S'... @narendramodi @narendramodi_in #COVID2019 #IndiaFightsCorona,Gujarat
